2001-09-29:Saturday, September 29, 2001 -- I Fairly Quickly Get Another A License Gold on A-3 in Gran Turismo 1
2001-10-12:Friday, October 12, 2001 -- After Nearly Two Weeks I Finally Get Another A License Gold on A-8 in Gran Turismo 1
2001-10-13:Saturday, October 13, 2001 -- I Quickly Get Another A License Gold on A-5 in Gran Turismo 1
2001-10-14:Sunday, October 14, 2001 -- I Finally Get Gold on A-4 and Get the Very Last Prize-Car in Gran Turismo 1
2001-12-27:Thursday December 27, 2001 -- Ducati World Racing Challenge Is Fun If Not Super Realistic
2002-01-07:Monday January 07, 2002 -- A Few Ducati World Racing Challenge Hints
2002-01-08:Tuesday January 08, 2002 -- Ducati World Racing Challenge Review Links
2002-01-09:Wednesday January 09, 2002 -- Fun With A Game Shark and Ducati World Racing Challenge
2002-01-10:Thursday January 10, 2002 -- Ducati World Racing Challenge Ducati Life Complete Bike List
2002-01-11:Friday January 11, 2002 -- Ducati World Racing Challenge Complete Track List
2002-01-12:Saturday January 12, 2002 -- Ducati World Racing Challenge Garage Memory Map
2002-01-19:Saturday January 19, 2002 -- Ducati World Racing Challenge Complete Event List
2002-02-10:Sunday February 10, 2002 -- Poor [R]GTO'92 SR Only Manages Third in the Grand Valley 300
2002-03-12:Tuesday March 12, 2002 -- I Finally Dig Up V-Rally 2 Again, and Manage to Finish It
2002-03-26:Tuesday March 26, 2002 -- I Finish V-Rally 2 Again, With A Little More Finesse
2002-04-04:Thursday April 4, 2002 -- I Finish V-Rally 2 Again, Fairly Minimally
2002-04-13:Saturday April 13, 2002 -- (GT1 Version 1.1)  Lightweight Series Eligibility List, Primarily for GameShark Use
2002-04-21:Sunday April 21, 2002 -- I Re-open albrnick's Pit Stop pages, which helped start all this
2002-05-12:Sunday May 12, 2002 -- [R]Pulsar GTi-R Easily and Convincingly Wins the Grand Valley 300
2002-12-27:Friday December 27, 2002 -- Tuned GTO'92 Wins SSR11 All-Night II in 24hour game
2002-12-28:Saturday December 28, 2002 -- [R]FCRX7 Wins SSR11 All-Night I in 24hour game
2002-12-29:Sunday December 29, 2002 -- [R]FCRX7 Wins the Grand Valley 300 in 24hour game
2003-02-09:Sunday February 09, 2003 -- [R]FDRX7'91 Wins the Grand Valley 300 in mazda game
2003-02-12:Wednesday February 12, 2003 -- [R]FDRX7'91 Wins SSR11 All-Night I in mazda game
2003-02-14:Friday February 14, 2003 -- tuned FDRX7'91 Wins SSR11 All-Night II in mazda game
2003-12-27:Saturday December 27, 2003 -- I Finally Manage To Get a GT1 Version 1.0 Disk!
2003-12-29:Monday December 29, 2003 -- Not Much Luck Reviving My GT1 v1.0 disk
2004-01-13:Tuesday January 13, 2004 -- Red Is My Skyline
2004-01-18:Sunday January 18, 2004 -- Gran Turismo (1) Car Code Chart
2004-01-24:Sunday January 25, 2004 -- I Actually Finally Get Gold on GT3 B-8
2004-02-01:Sunday February 1, 2004 -- I Discover Differences between GT1 versions
2004-04-09:Friday April 9, 2004 -- (GT1 version 1.1)  Favourite GameShark Code -- Tuned All Civics
2004-04-24:Saturday April 24, 2004 -- Super Trucks Racing is a Good Deal Cheap
